"Dist Code","Year","State Code","State Name","Dist Name","WHEAT IRRIGATED AREA (1000 ha)"
"218","2017","12","Uttar Pradesh","Jaunpur","215.902"
"218","2018","12","Uttar Pradesh","Jaunpur","215.884"
"218","2019","12","Uttar Pradesh","Jaunpur","215.837"
"218","2020","12","Uttar Pradesh","Jaunpur","-1.0"
"219","2010","12","Uttar Pradesh","Ghazipur","171.72"
"219","2011","12","Uttar Pradesh","Ghazipur","172.46"
"219","2012","12","Uttar Pradesh","Ghazipur","172.69"
"219","2013","12","Uttar Pradesh","Ghazipur","172.81"
"219","2014","12","Uttar Pradesh","Ghazipur","191.18"
"219","2015","12","Uttar Pradesh","Ghazipur","185.5"
"219","2016","12","Uttar Pradesh","Ghazipur","186.46"
"219","2017","12","Uttar Pradesh","Ghazipur","185.385"
"219","2018","12","Uttar Pradesh","Ghazipur","185.041"
"219","2019","12","Uttar Pradesh","Ghazipur","187.421"
"219","2020","12","Uttar Pradesh","Ghazipur","-1.0"
"220","2010","12","Uttar Pradesh","Ballia","135.68"
"220","2011","12","Uttar Pradesh","Ballia","132.85"
"220","2012","12","Uttar Pradesh","Ballia","133.02"
"220","2013","12","Uttar Pradesh","Ballia","137.93"
"220","2014","12","Uttar Pradesh","Ballia","139.96"
"220","2015","12","Uttar Pradesh","Ballia","146.82"
"220","2016","12","Uttar Pradesh","Ballia","146.84"
"220","2017","12","Uttar Pradesh","Ballia","146.859"
"220","2018","12","Uttar Pradesh","Ballia","147.134"
"220","2019","12","Uttar Pradesh","Ballia","147.134"
"220","2020","12","Uttar Pradesh","Ballia","-1.0"
"221","2010","12","Uttar Pradesh","Gorakhpur","336.83"
"221","2011","12","Uttar Pradesh","Gorakhpur","341.3"
"221","2012","12","Uttar Pradesh","Gorakhpur","339.16"
"221","2013","12","Uttar Pradesh","Gorakhpur","341.4"
"221","2014","12","Uttar Pradesh","Gorakhpur","346.05"
"221","2015","12","Uttar Pradesh","Gorakhpur","345.12"
"221","2016","12","Uttar Pradesh","Gorakhpur","360.24"
"221","2017","12","Uttar Pradesh","Gorakhpur","344.576"
"221","2018","12","Uttar Pradesh","Gorakhpur","344.545"
"221","2019","12","Uttar Pradesh","Gorakhpur","344.621"
"221","2020","12","Uttar Pradesh","Gorakhpur","-1.0"
"222","2010","12","Uttar Pradesh","Deoria","263.1"
"222","2011","12","Uttar Pradesh","Deoria","271.97"
"222","2012","12","Uttar Pradesh","Deoria","267.04"
"222","2013","12","Uttar Pradesh","Deoria","272.16"
"222","2014","12","Uttar Pradesh","Deoria","274.92"
"222","2015","12","Uttar Pradesh","Deoria","275.6"
"222","2016","12","Uttar Pradesh","Deoria","275.6"
"222","2017","12","Uttar Pradesh","Deoria","275.598"
"222","2018","12","Uttar Pradesh","Deoria","275.573"
"222","2019","12","Uttar Pradesh","Deoria","293.095"
"222","2020","12","Uttar Pradesh","Deoria","-1.0"
"223","2010","12","Uttar Pradesh","Basti","362.65"
"223","2011","12","Uttar Pradesh","Basti","366.98"
"223","2012","12","Uttar Pradesh","Basti","365.79"
"223","2013","12","Uttar Pradesh","Basti","365.94"
"223","2014","12","Uttar Pradesh","Basti","355.5"
"223","2015","12","Uttar Pradesh","Basti","386.61"
"223","2016","12","Uttar Pradesh","Basti","391.67"
"223","2017","12","Uttar Pradesh","Basti","387.791"
"223","2018","12","Uttar Pradesh","Basti","388.352"
"223","2019","12","Uttar Pradesh","Basti","423.571"
"223","2020","12","Uttar Pradesh","Basti","-1.0"
"224","2010","12","Uttar Pradesh","Azamgarh","327.73"
"224","2011","12","Uttar Pradesh","Azamgarh","326.95"
"224","2012","12","Uttar Pradesh","Azamgarh","328.26"
"224","2013","12","Uttar Pradesh","Azamgarh","332.05"
"224","2014","12","Uttar Pradesh","Azamgarh","322.63"
"224","2015","12","Uttar Pradesh","Azamgarh","322.93"
"224","2016","12","Uttar Pradesh","Azamgarh","323.45"
"224","2017","12","Uttar Pradesh","Azamgarh","324.916"
"224","2018","12","Uttar Pradesh","Azamgarh","325.395"
"224","2019","12","Uttar Pradesh","Azamgarh","327.816"
"224","2020","12","Uttar Pradesh","Azamgarh","-1.0"
"225","2010","12","Uttar Pradesh","Lucknow","84.62"
"225","2011","12","Uttar Pradesh","Lucknow","83.47"
"225","2012","12","Uttar Pradesh","Lucknow","81.88"
"225","2013","12","Uttar Pradesh","Lucknow","81.08"
"225","2014","12","Uttar Pradesh","Lucknow","80.9"
"225","2015","12","Uttar Pradesh","Lucknow","80.83"
"225","2016","12","Uttar Pradesh","Lucknow","80.82"
"225","2017","12","Uttar Pradesh","Lucknow","79.387"
"225","2018","12","Uttar Pradesh","Lucknow","78.773"
"225","2019","12","Uttar Pradesh","Lucknow","78.633"
"225","2020","12","Uttar Pradesh","Lucknow","-1.0"
"226","2010","12","Uttar Pradesh","Unnao","237.79"
"226","2011","12","Uttar Pradesh","Unnao","239.77"
"226","2012","12","Uttar Pradesh","Unnao","242.89"
"226","2013","12","Uttar Pradesh","Unnao","243.2"
"226","2014","12","Uttar Pradesh","Unnao","241.46"
"226","2015","12","Uttar Pradesh","Unnao","241.81"
"226","2016","12","Uttar Pradesh","Unnao","243.15"
"226","2017","12","Uttar Pradesh","Unnao","243.149"
"226","2018","12","Uttar Pradesh","Unnao","243.124"
"226","2019","12","Uttar Pradesh","Unnao","242.679"
"226","2020","12","Uttar Pradesh","Unnao","-1.0"
"227","2010","12","Uttar Pradesh","Rae-Bareily","184.007"
"227","2011","12","Uttar Pradesh","Rae-Bareily","186.044"
"227","2012","12","Uttar Pradesh","Rae-Bareily","186.675"
"227","2013","12","Uttar Pradesh","Rae-Bareily","208.314"
"227","2014","12","Uttar Pradesh","Rae-Bareily","215.339"
"227","2015","12","Uttar Pradesh","Rae-Bareily","213.365"
"227","2016","12","Uttar Pradesh","Rae-Bareily","213.53"
"227","2017","12","Uttar Pradesh","Rae-Bareily","214.295"
"227","2018","12","Uttar Pradesh","Rae-Bareily","214.327"
"227","2019","12","Uttar Pradesh","Rae-Bareily","221.061"
"227","2020","12","Uttar Pradesh","Rae-Bareily","-1.0"
"228","2010","12","Uttar Pradesh","Sitapur","222.98"
"228","2011","12","Uttar Pradesh","Sitapur","214.57"
"228","2012","12","Uttar Pradesh","Sitapur","210.75"
"228","2013","12","Uttar Pradesh","Sitapur","211.4"
"228","2014","12","Uttar Pradesh","Sitapur","215.52"
"228","2015","12","Uttar Pradesh","Sitapur","219.03"
"228","2016","12","Uttar Pradesh","Sitapur","218.88"
"228","2017","12","Uttar Pradesh","Sitapur","219.598"
"228","2018","12","Uttar Pradesh","Sitapur","216.462"
"228","2019","12","Uttar Pradesh","Sitapur","202.856"
"228","2020","12","Uttar Pradesh","Sitapur","-1.0"
"229","2010","12","Uttar Pradesh","Hardoi","330.68"
"229","2011","12","Uttar Pradesh","Hardoi","331.44"
"229","2012","12","Uttar Pradesh","Hardoi","316.28"
"229","2013","12","Uttar Pradesh","Hardoi","326.19"
"229","2014","12","Uttar Pradesh","Hardoi","325.89"
"229","2015","12","Uttar Pradesh","Hardoi","328.92"
"229","2016","12","Uttar Pradesh","Hardoi","329.66"
"229","2017","12","Uttar Pradesh","Hardoi","329.262"
"229","2018","12","Uttar Pradesh","Hardoi","329.286"
"229","2019","12","Uttar Pradesh","Hardoi","322.683"
"229","2020","12","Uttar Pradesh","Hardoi","-1.0"
"230","2010","12","Uttar Pradesh","Kheri","187.72"
"230","2011","12","Uttar Pradesh","Kheri","182.65"
"230","2012","12","Uttar Pradesh","Kheri","188.55"
"230","2013","12","Uttar Pradesh","Kheri","178.18"
"230","2014","12","Uttar Pradesh","Kheri","173.36"
"230","2015","12","Uttar Pradesh","Kheri","180.21"
"230","2016","12","Uttar Pradesh","Kheri","180.12"
"230","2017","12","Uttar Pradesh","Kheri","180.014"
"230","2018","12","Uttar Pradesh","Kheri","178.027"
"230","2019","12","Uttar Pradesh","Kheri","176.22"
"230","2020","12","Uttar Pradesh","Kheri","-1.0"
"231","2010","12","Uttar Pradesh","Faizabad","224.54"
"231","2011","12","Uttar Pradesh","Faizabad","225.31"
"231","2012","12","Uttar Pradesh","Faizabad","225.34"
"231","2013","12","Uttar Pradesh","Faizabad","225.44"
"231","2014","12","Uttar Pradesh","Faizabad","226.07"
"231","2015","12","Uttar Pradesh","Faizabad","222.45"
"231","2016","12","Uttar Pradesh","Faizabad","223.41"
"231","2017","12","Uttar Pradesh","Faizabad","223.558"
"231","2018","12","Uttar Pradesh","Faizabad","223.579"
"231","2019","12","Uttar Pradesh","Faizabad","223.279"
"231","2020","12","Uttar Pradesh","Faizabad","-1.0"
"232","2010","12","Uttar Pradesh","Gonda","219.81"
"232","2011","12","Uttar Pradesh","Gonda","216.84"
"232","2012","12","Uttar Pradesh","Gonda","216.01"
"232","2013","12","Uttar Pradesh","Gonda","216.48"
"232","2014","12","Uttar Pradesh","Gonda","209.6"
"232","2015","12","Uttar Pradesh","Gonda","236.87"
"232","2016","12","Uttar Pradesh","Gonda","236.75"
"232","2017","12","Uttar Pradesh","Gonda","236.615"
"232","2018","12","Uttar Pradesh","Gonda","237.443"
"232","2019","12","Uttar Pradesh","Gonda","204.107"
"232","2020","12","Uttar Pradesh","Gonda","-1.0"
"233","2010","12","Uttar Pradesh","Bahraich","215.11"
"233","2011","12","Uttar Pradesh","Bahraich","213.56"
"233","2012","12","Uttar Pradesh","Bahraich","219.41"
"233","2013","12","Uttar Pradesh","Bahraich","224.94"
"233","2014","12","Uttar Pradesh","Bahraich","253.28"
"233","2015","12","Uttar Pradesh","Bahraich","249.57"
"233","2016","12","Uttar Pradesh","Bahraich","256.46"
"233","2017","12","Uttar Pradesh","Bahraich","250.358"
"233","2018","12","Uttar Pradesh","Bahraich","250.548"
"233","2019","12","Uttar Pradesh","Bahraich","258.759"
"233","2020","12","Uttar Pradesh","Bahraich","-1.0"
"234","2010","12","Uttar Pradesh","Sultanpur","173.833"
"234","2011","12","Uttar Pradesh","Sultanpur","174.936"
"234","2012","12","Uttar Pradesh","Sultanpur","175.275"
"234","2013","12","Uttar Pradesh","Sultanpur","158.336"
"234","2014","12","Uttar Pradesh","Sultanpur","162.791"
"234","2015","12","Uttar Pradesh","Sultanpur","165.575"
"234","2016","12","Uttar Pradesh","Sultanpur","165.76"
"234","2017","12","Uttar Pradesh","Sultanpur","165.822"
"234","2018","12","Uttar Pradesh","Sultanpur","166.197"
"234","2019","12","Uttar Pradesh","Sultanpur","172.98"
"234","2020","12","Uttar Pradesh","Sultanpur","-1.0"
"235","2010","12","Uttar Pradesh","Pratapgarh","147.75"
"235","2011","12","Uttar Pradesh","Pratapgarh","147.42"
"235","2012","12","Uttar Pradesh","Pratapgarh","147.61"
"235","2013","12","Uttar Pradesh","Pratapgarh","137.52"
"235","2014","12","Uttar Pradesh","Pratapgarh","168.5"
"235","2015","12","Uttar Pradesh","Pratapgarh","154.82"
"235","2016","12","Uttar Pradesh","Pratapgarh","155.21"
"235","2017","12","Uttar Pradesh","Pratapgarh","155.252"
"235","2018","12","Uttar Pradesh","Pratapgarh","154.245"
"235","2019","12","Uttar Pradesh","Pratapgarh","169.045"
"235","2020","12","Uttar Pradesh","Pratapgarh","-1.0"
"236","2010","12","Uttar Pradesh","Barabanki","166.46"
"236","2011","12","Uttar Pradesh","Barabanki","164.34"
"236","2012","12","Uttar Pradesh","Barabanki","165.63"
"236","2013","12","Uttar Pradesh","Barabanki","161.31"
"236","2014","12","Uttar Pradesh","Barabanki","167.05"
"236","2015","12","Uttar Pradesh","Barabanki","169.05"
"236","2016","12","Uttar Pradesh","Barabanki","169.02"
"236","2017","12","Uttar Pradesh","Barabanki","169.068"
"236","2018","12","Uttar Pradesh","Barabanki","169.484"
"236","2019","12","Uttar Pradesh","Barabanki","160.539"
"236","2020","12","Uttar Pradesh","Barabanki","-1.0"
